Est Number,Premise Name,Premise Address,Inspection Type,Score,Inspection Date,Violation List,Followup Required,Opening Date,lat,lng
94230,"LANTERN AT MORNING POINTE OF LEXINGTON, THE",225 RUCCIO WAY,2,98,5/27/2014,12,NO,11/6/2013,37.995259,-84.528355
69296,LE DEAUVILLE,199 NORTH LIMESTONE,1,99,12/13/2013,15,NO,2/1/2006,38.0482561,-84.4946447
69296,LE DEAUVILLE,199 NORTH LIMESTONE,1,88,6/17/2014,   3   4  14  15  20,NO,2/1/2006,38.0482561,-84.4946447
69296,LE DEAUVILLE,199 NORTH LIMESTONE,2,96,6/17/2014,   4  15  20,NO,2/1/2006,38.0482561,-84.4946447
49170,LE MATIN BAKERY & ZUNI CAFE,890 E HIGH ST,1,100,10/29/2013,,NO,7/28/1993,38.027898,-84.490812
49170,LE MATIN BAKERY & ZUNI CAFE,890 E HIGH ST,1,100,4/22/2014,,NO,7/28/1993,38.027898,-84.490812
84319,LEARN AND GROW ACADEMY,1891 AUGUSTA DR,1,100,1/8/2014,,NO,8/18/2009,38.056102,-84.439055
84319,LEARN AND GROW ACADEMY,1891 AUGUSTA DR,1,98,7/7/2014,16,NO,8/18/2009,38.056102,-84.439055
31652,LEARNING CENTER OF LINLEE,2420 SPURR ROAD,1,98,10/25/2013,  19  20,NO,8/13/2009,38.103584,-84.516689
31652,LEARNING CENTER OF LINLEE,2420 SPURR ROAD,1,97,3/26/2014,  19  27,NO,8/13/2009,38.103584,-84.516689
31652,LEARNING CENTER OF LINLEE,2420 SPURR ROAD,1,97,3/26/2014,  19  27,NO,8/13/2009,38.103584,-84.516689
76026,"LEARNING EXPERIENCE, THE",2501 SANDERSVILLE ROAD,1,97,11/5/2013,  12  19,NO,2/16/2007,38.087299,-84.532193
76026,"LEARNING EXPERIENCE, THE",2501 SANDERSVILLE ROAD,1,100,6/2/2014,,NO,2/16/2007,38.087299,-84.532193
31067,LEE'S FAM. RECI. CHICKEN #7470,1487 BOARDWALK DRIVE,1,93,12/17/2013,   5  15  18  19  30  31,NO,7/13/1988,34.0251211,-81.2223798
31067,LEE'S FAM. RECI. CHICKEN #7470,1487 BOARDWALK DRIVE,1,89,6/27/2014,  14  15  17  19  30  31,NO,7/13/1988,34.0251211,-81.2223798
31067,LEE'S FAM. RECI. CHICKEN #7470,1487 BOARDWALK DRIVE,2,96,6/27/2014,  15  19  30  31,NO,7/13/1988,34.0251211,-81.2223798
31069,LEE'S FAM. RECI. CHICKEN #7472,3014 RICHMOND ROAD,1,93,12/13/2013,  15  19  26  29  30,NO,7/13/1988,38.0046189,-84.451288
31069,LEE'S FAM. RECI. CHICKEN #7472,3014 RICHMOND ROAD,1,95,6/25/2014,  15  29  30  31,NO,7/13/1988,38.0046189,-84.451288
31610,LEE'S FAM. RECI. CHICKEN #7474,1318 VERSAILLES ROAD,1,93,11/25/2013,  17  19  30  31,NO,7/15/1988,38.049352,-84.523774
31610,LEE'S FAM. RECI. CHICKEN #7474,1318 VERSAILLES ROAD,2,97,11/25/2013,  19  30  31,NO,7/15/1988,38.049352,-84.523774
31610,LEE'S FAM. RECI. CHICKEN #7474,1318 VERSAILLES ROAD,1,93,6/6/2014,  15  16  19  20  30  31,NO,7/15/1988,38.049352,-84.523774
75308,LEE'S GARDEN,"130 W. TIVERTON WAY, #190",1,82,12/10/2013,   8   9  11  18  19  23  29  33,YES,5/2/2006,37.9809286,-84.5307961
75308,LEE'S GARDEN,"130 W. TIVERTON WAY, #190",2,92,12/19/2013,   8  18  23  28,YES,5/2/2006,37.9809286,-84.5307961
75308,LEE'S GARDEN,"130 W. TIVERTON WAY, #190",2,95,12/23/2013,   8  15  34,NO,5/2/2006,37.9809286,-84.5307961
75308,LEE'S GARDEN,"130 W. TIVERTON WAY, #190",1,92,6/18/2014,   1  18  19  26,NO,5/2/2006,37.9809286,-84.5307961
75308,LEE'S GARDEN,"130 W. TIVERTON WAY, #190",2,96,6/18/2014,  18  19  26,NO,5/2/2006,37.9809286,-84.5307961
75979,LEE'S GARDEN,"680 LIMA DRIVE, #110",1,92,1/24/2014,   8  15  17  23,NO,1/11/2006,38.07259,-84.506507
75979,LEE'S GARDEN,"680 LIMA DRIVE, #110",2,96,1/24/2014,   8  15  23,NO,1/11/2006,38.07259,-84.506507
75979,LEE'S GARDEN,"680 LIMA DRIVE, #110",1,98,8/27/2014,  15  18,NO,1/11/2006,38.07259,-84.506507
31612,LEESTOWN MIDDLE SCHOOL,2010 LEESTOWN RD,1,100,4/17/2014,,NO,7/15/1988,38.070644,-84.534738
31635,LEX CNTR CORP - MAIN COMMISSARY,430 W VINE ST,1,94,10/29/2013,  11  19,NO,8/25/1995,38.0493472,-84.5025328
31635,LEX CNTR CORP - MAIN COMMISSARY,430 W VINE ST,2,99,10/29/2013,19,NO,8/25/1995,38.0493472,-84.5025328
31635,LEX CNTR CORP - MAIN COMMISSARY,430 W VINE ST,1,92,3/19/2014,  11  12  15,NO,8/25/1995,38.0493472,-84.5025328
31635,LEX CNTR CORP - MAIN COMMISSARY,430 W VINE ST,2,97,3/19/2014,  12  15,NO,8/25/1995,38.0493472,-84.5025328
31636,LEX CNTR CORP MAIN EXPOSITION CENTER,430 WEST VINE STREET,1,100,10/29/2013,,NO,8/25/1995,38.0493472,-84.5025328
31636,LEX CNTR CORP MAIN EXPOSITION CENTER,430 WEST VINE STREET,1,97,3/19/2014,  12  20,NO,8/25/1995,38.0493472,-84.5025328
51713,LEXINGTON BAPTIST TEMPLE DAYCARE,1100 ARMSTRONG MILL ROAD,1,100,3/10/2014,,NO,9/23/1994,37.979597,-84.492834
63151,LEXINGTON BEERWORKS,213 NORTH LIMESTONE,1,100,12/6/2013,,NO,12/19/2011,38.0486816,-84.4942178
63151,LEXINGTON BEERWORKS,213 NORTH LIMESTONE,1,100,6/25/2014,,NO,12/19/2011,38.0486816,-84.4942178
31648,LEXINGTON C.C. SUMMER HOUSE,2550 PARIS PIKE,1,99,9/8/2014,31,NO,2/2/1989,38.083195,-84.44152
31648,LEXINGTON C.C. SUMMER HOUSE,2550 PARIS PIKE,1,99,9/8/2014,31,NO,2/2/1989,38.083195,-84.44152
90416,LEXINGTON CATHOLIC H.S. BASEBALL CONCESSION,2250 CLAYS MILL RD,1,100,4/9/2014,,NO,5/1/2012,38.0163417,-84.5336902
62815,LEXINGTON CATHOLIC HIGH SCHOOL,2250 CLAYS MILL RD,1,100,9/30/2013,,NO,8/20/1999,38.0163417,-84.5336902
62815,LEXINGTON CATHOLIC HIGH SCHOOL,2250 CLAYS MILL RD,1,100,4/9/2014,,NO,8/20/1999,38.0163417,-84.5336902
65010,LEXINGTON CATHOLIC HIGH SCHOOL,2250 CLAYS MILL RD,1,100,9/30/2013,,NO,11/9/2000,38.0163417,-84.5336902
65010,LEXINGTON CATHOLIC HIGH SCHOOL,2250 CLAYS MILL RD,1,100,4/9/2014,,NO,11/9/2000,38.0163417,-84.5336902
31619,LEXINGTON CATHOLIC SR HIGH,2250 CLAYS MILL RD,1,100,9/30/2013,,NO,8/12/2005,38.0163417,-84.5336902
31619,LEXINGTON CATHOLIC SR HIGH,2250 CLAYS MILL RD,1,100,4/9/2014,,NO,8/12/2005,38.0163417,-84.5336902
31639,LEXINGTON COUNTRY CLUB,2550 PARIS PIKE,1,97,12/24/2013,   8  15,NO,7/15/1988,38.083195,-84.44152
31639,LEXINGTON COUNTRY CLUB,2550 PARIS PIKE,1,95,7/1/2014,   8  15  18  19,NO,7/15/1988,38.083195,-84.44152
31640,LEXINGTON COUNTRY PLACE,700 MASON HEADLEY ROAD,1,100,9/24/2013,,NO,2/5/1997,38.0350117,-84.5286826
31640,LEXINGTON COUNTRY PLACE,700 MASON HEADLEY ROAD,1,100,4/22/2014,,NO,2/5/1997,38.0350117,-84.5286826
90339,LEXINGTON COURTYARD,3100 WALL STREET,1,100,10/28/2013,,NO,4/17/2012,38.0175462,-84.5529612
90339,LEXINGTON COURTYARD,3100 WALL STREET,1,98,4/22/2014,8,NO,4/17/2012,38.0175462,-84.5529612
69339,LEXINGTON DINER,124 NORTH UPPER,1,98,2/26/2014,  15  31,NO,2/24/2014,38.0482426,-84.4963504
69339,LEXINGTON DINER,124 NORTH UPPER,1,96,8/3/2014,   9  15  19,NO,2/24/2014,38.0482426,-84.4963504
72011,LEXINGTON FAIRFIELD INN,3050 LAKECREST CIRCLE,1,100,3/28/2014,,NO,6/23/2004,38.0157542,-84.5538378
40951,LEXINGTON GREEN MOVIES 8,200 LEXINGTON GREEN CIRCLE,1,100,10/28/2013,,NO,1/11/1990,37.994302,-84.527136
40951,LEXINGTON GREEN MOVIES 8,200 LEXINGTON GREEN CIRCLE,1,100,4/15/2014,,NO,1/11/1990,37.994302,-84.527136
31641,LEXINGTON ICE CENTER,560 EUREKA SPRINGS DRIVE,1,99,10/30/2013,19,NO,7/15/1988,37.99745,-84.4564429
31641,LEXINGTON ICE CENTER,560 EUREKA SPRINGS DRIVE,1,100,4/29/2014,,NO,7/15/1988,37.99745,-84.4564429
58584,LEXINGTON JUNIOR ACADEMY,968 LANE ALLEN RD,1,99,3/27/2014,19,NO,9/3/1997,38.030774,-84.5474009
31140,LEXINGTON RESCUE MISSION,444 GLEN ARVIN AVE,1,96,2/6/2014,1,NO,10/22/1992,38.0650056,-84.5041284
31140,LEXINGTON RESCUE MISSION,444 GLEN ARVIN AVE,2,100,2/6/2014,,NO,10/22/1992,38.0650056,-84.5041284
87962,LEXINGTON RESCUE MISSION THRIFT STORE,720 BRYAN AVE.,1,100,2/12/2014,,NO,4/1/2011,38.056475,-84.481393
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,1,100,9/26/2013,,NO,6/7/2010,38.017792,-84.552943
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,1,100,3/13/2014,,NO,6/7/2010,38.017792,-84.552943
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,1,99,9/5/2014,20,NO,6/7/2010,38.017792,-84.552943
62513,"LEXINGTON ROOSTERS, LLC",124 MARKETPLACE DRIVE,1,99,11/25/2013,31,NO,11/8/2011,37.977707,-84.5326304
62513,"LEXINGTON ROOSTERS, LLC",124 MARKETPLACE DRIVE,1,100,5/19/2014,,NO,11/8/2011,37.977707,-84.5326304
31643,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,1,95,11/6/2013,  17  19,NO,7/15/1988,38.032222,-84.555459
31643,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,2,99,11/6/2013,19,NO,7/15/1988,38.032222,-84.555459
31643,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,1,94,5/14/2014,  11  31,NO,7/15/1988,38.032222,-84.555459
31643,"LEXINGTON SCHOOL, THE",1050 LANE ALLEN RD,2,99,5/14/2014,31,NO,7/15/1988,38.032222,-84.555459
77815,LEXINGTON SEAFOOD MARKET,867 E. HIGH STREET,1,99,1/29/2014,15,NO,10/3/2007,38.028456,-84.489813
77815,LEXINGTON SEAFOOD MARKET,867 E. HIGH STREET,1,100,8/12/2014,,NO,10/3/2007,38.028456,-84.489813
30883,LEXINGTON TENNIS CLUB SNACKBAR,410 REDDING ROAD,1,100,2/10/2014,,NO,6/13/1989,37.985162,-84.500762
30883,LEXINGTON TENNIS CLUB SNACKBAR,410 REDDING ROAD,1,98,8/18/2014,16,NO,6/13/1989,37.985162,-84.500762
31649,LEXINGTON TRADITIONAL MAGNET SCHOOL,350 N LIMESTONE ST,1,100,10/25/2013,,NO,7/15/1988,38.0499325,-84.4908082
31649,LEXINGTON TRADITIONAL MAGNET SCHOOL,350 N LIMESTONE ST,1,100,4/22/2014,,NO,7/15/1988,38.0499325,-84.4908082
93890,LEXMARK CENTER FOR CHILDREN,500 PARK PLACE,1,100,3/6/2014,,NO,9/13/2013,38.0698505,-84.4840908
93890,LEXMARK CENTER FOR CHILDREN,500 PARK PLACE,1,100,9/4/2014,,NO,9/13/2013,38.0698505,-84.4840908
85076,LEXUS DEALERSHOP,1264 E. NEW CIRCLE RD,1,100,2/14/2014,,NO,1/18/2010,38.030212,-84.4537299
85076,LEXUS DEALERSHOP,1264 E. NEW CIRCLE RD,1,100,8/12/2014,,NO,1/18/2010,38.030212,-84.4537299
82073,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY ROAD,1,99,9/26/2013,19,NO,8/7/2008,38.0194406,-84.4325979
82073,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY ROAD,1,100,3/6/2014,,NO,8/7/2008,38.0194406,-84.4325979
63161,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,1,88,10/9/2013,   1  11  19  30  31,NO,11/9/1999,38.0192441,-84.4357878
63161,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,2,97,10/9/2013,  19  20  31,NO,11/9/1999,38.0192441,-84.4357878
63161,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,2,97,10/9/2013,  19  20  31,NO,11/9/1999,38.0192441,-84.4357878
63161,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,1,97,4/4/2014,   2  19  31,NO,11/9/1999,38.0192441,-84.4357878
77785,"LIGHTHOUSE MINISTRIES, INC.",185 ELM TREE LANE,1,100,11/6/2013,,NO,3/20/2007,38.0454549,-84.490846
77785,"LIGHTHOUSE MINISTRIES, INC.",185 ELM TREE LANE,1,100,6/4/2014,,NO,3/20/2007,38.0454549,-84.490846
66979,LIMESTONE BLUE,133 NORTH LIMESTONE,1,99,1/10/2014,20,NO,6/24/2013,38.0471378,-84.4962047
66979,LIMESTONE BLUE,133 NORTH LIMESTONE,1,93,8/14/2014,  11  18  20,NO,6/24/2013,38.0471378,-84.4962047
66979,LIMESTONE BLUE,133 NORTH LIMESTONE,2,98,8/14/2014,  18  20,NO,6/24/2013,38.0471378,-84.4962047
30874,LINKBELT,2651 PALUMBO DRIVE,1,98,10/10/2013,  19  20,NO,4/24/1992,38.012384,-84.433627
30874,LINKBELT,2651 PALUMBO DRIVE,1,100,4/4/2014,,NO,4/24/1992,38.012384,-84.433627
31690,LIQUOR BARN,3040 RICHMOND ROAD,1,94,1/14/2014,   5  12  26,NO,10/2/2009,38.003927,-84.450225
31690,LIQUOR BARN,3040 RICHMOND ROAD,1,100,7/24/2014,,NO,10/2/2009,38.003927,-84.450225
72763,LIQUOR BARN,1837 PLAUDIT PLACE,1,100,9/26/2013,,NO,10/2/2009,38.0143156,-84.4196128
72763,LIQUOR BARN,1837 PLAUDIT PLACE,1,98,3/13/2014,26,NO,10/2/2009,38.0143156,-84.4196128
72763,LIQUOR BARN,1837 PLAUDIT PLACE,1,100,9/2/2014,,NO,10/2/2009,38.0143156,-84.4196128
54922,LIQUOR BARN @ CORNER DELI,921 BEAUMONT CENTRE PKWY,1,100,10/7/2013,,NO,10/2/2009,38.0156105,-84.556051
54922,LIQUOR BARN @ CORNER DELI,921 BEAUMONT CENTRE PKWY,1,98,4/22/2014,  19  20,NO,10/2/2009,38.0156105,-84.556051
48865,LITTLE CAESAR'S PIZZA,2003 VERSAILLES ROAD,1,95,2/12/2014,   9  12  20,NO,4/11/2011,38.048221,-84.54148
48865,LITTLE CAESAR'S PIZZA,2003 VERSAILLES ROAD,1,96,8/15/2014,  12  19  31,NO,4/11/2011,38.048221,-84.54148
62854,LITTLE CAESAR'S PIZZA,3601 B WALDEN DRIVE,1,100,10/8/2013,,NO,12/6/1999,37.983086,-84.49632
62854,LITTLE CAESAR'S PIZZA,3601 B WALDEN DRIVE,1,100,4/2/2014,,NO,12/6/1999,37.983086,-84.49632
66936,LITTLE CAESAR'S PIZZA,3735 PALOMAR CTR #70,1,100,10/7/2013,,NO,11/20/2001,38.0043432,-84.5712565
66936,LITTLE CAESAR'S PIZZA,3735 PALOMAR CTR #70,1,100,10/7/2013,,NO,11/20/2001,38.0043432,-84.5712565
66936,LITTLE CAESAR'S PIZZA,3735 PALOMAR CTR #70,1,98,4/10/2014,  23  31,NO,11/20/2001,38.0043432,-84.5712565
74414,LITTLE CAESAR'S PIZZA,135 E NEW CIRCLE RD  #110,1,99,11/13/2013,30,NO,8/8/2005,38.0643283,-84.4684699
74414,LITTLE CAESAR'S PIZZA,135 E NEW CIRCLE RD  #110,1,96,4/15/2014,  12  23  30,NO,8/8/2005,38.0643283,-84.4684699
43021,LITTLE CAESAR'S PIZZA #1584,115 N. LOCUST HILL,1,90,3/24/2014,  11  12  18  19  30,NO,10/24/1997,38.0042333,-84.4467527
43021,LITTLE CAESAR'S PIZZA #1584,115 N. LOCUST HILL,2,95,3/24/2014,  12  18  19  31,NO,10/24/1997,38.0042333,-84.4467527
55899,LITTLE RASCALS,1410 NORTH FORBES ROAD,1,96,1/21/2014,  26  34,NO,9/25/2008,38.0652531,-84.5197741
31760,LITTLE WONDER'S DAYCARE OF LEXINGTON,1961 CAMBRIDGE DRIVE,1,100,7/31/2014,,NO,7/31/2014,38.051572,-84.546019
75331,"LOCAL TACO, THE",315 S LIMESTONE,1,95,3/13/2014,3,NO,8/25/2011,38.043251,-84.501973
75331,"LOCAL TACO, THE",315 S LIMESTONE,2,100,3/13/2014,,NO,8/25/2011,38.043251,-84.501973
63097,LOGAN'S ROADHOUSE,1908 PAVILLION WAY,1,94,1/3/2014,  15  19  20  26  31,NO,10/19/1999,38.0204111,-84.4172252
63097,LOGAN'S ROADHOUSE,1908 PAVILLION WAY,1,95,7/14/2014,  15  18  19  20  31,NO,10/19/1999,38.0204111,-84.4172252
32481,LOGAN'S ROADHOUSE RESTAURANT,1250 S BROADWAY,1,97,12/5/2013,  26  31,NO,8/16/1991,38.0345056,-84.5212265
32481,LOGAN'S ROADHOUSE RESTAURANT,1250 S BROADWAY,1,96,6/18/2014,   9  19  23,NO,8/16/1991,38.0345056,-84.5212265
74940,LOGAN'S ROADHOUSE RESTAURANT,140 ROJAY DRIVE,1,93,12/11/2013,  11  26,NO,10/27/2005,37.9844324,-84.5278069
74940,LOGAN'S ROADHOUSE RESTAURANT,140 ROJAY DRIVE,1,93,12/11/2013,  11  26,NO,10/27/2005,37.9844324,-84.5278069
74940,LOGAN'S ROADHOUSE RESTAURANT,140 ROJAY DRIVE,2,98,12/11/2013,26,NO,10/27/2005,37.9844324,-84.5278069
74940,LOGAN'S ROADHOUSE RESTAURANT,140 ROJAY DRIVE,1,100,6/2/2014,,NO,10/27/2005,37.9844324,-84.5278069
31711,LONG JOHN SILVER'S #11,4151 TATES CREEK CENTER,1,100,12/16/2013,,NO,7/22/1988,37.9691497,-84.5010147
31711,LONG JOHN SILVER'S #11,4151 TATES CREEK CENTER,1,100,6/25/2014,,NO,7/22/1988,37.9691497,-84.5010147
31701,LONG JOHN SILVER'S #12,2197 VERSAILLES ROAD,1,98,2/27/2014,  20  23,NO,7/22/1988,38.047439,-84.548602
31710,LONG JOHN SILVER'S /A&W #9,652 EAST MAIN STREET,1,98,7/20/2014,5,NO,7/22/1988,38.0364,-84.486155
61454,LONGHORN STEAK HOUSE #5187,2217 HARRODSBURG RD,1,93,12/16/2013,  14  17,NO,12/8/1998,38.024211,-84.540533
61454,LONGHORN STEAK HOUSE #5187,2217 HARRODSBURG RD,2,100,12/16/2013,,NO,12/8/1998,38.024211,-84.540533
61454,LONGHORN STEAK HOUSE #5187,2217 HARRODSBURG RD,1,97,6/12/2014,  19  23  30,NO,12/8/1998,38.024211,-84.540533
81926,LOTS OF LOVE LEARNING CENTER,1507 VERSAILLES RD,1,96,10/7/2013,  15  16  19,NO,10/7/2013,38.049615,-84.528809
81926,LOTS OF LOVE LEARNING CENTER,1507 VERSAILLES RD,1,99,4/7/2014,19,NO,10/7/2013,38.049615,-84.528809
31725,LOUDON SQUARE BUFFET,801 NORTH BROADWAY,1,95,11/14/2013,  12  15  18  31,NO,7/22/1988,38.0601593,-84.4842626
31725,LOUDON SQUARE BUFFET,801 NORTH BROADWAY,1,92,5/5/2014,   9  12  15  16  31,NO,7/22/1988,38.0601593,-84.4842626
45453,LUCKY HIBACHI BUFFET,180 EAST NEW CIRCLE RD,1,80,2/13/2014,   1   5   8  11  14  15  18  19  20,NO,7/24/2013,38.0625741,-84.4687155
45453,LUCKY HIBACHI BUFFET,180 EAST NEW CIRCLE RD,2,92,2/13/2014,   5   8  15  18  19  20,NO,7/24/2013,38.0625741,-84.4687155
45453,LUCKY HIBACHI BUFFET,180 EAST NEW CIRCLE RD,1,91,8/13/2014,   6   8   9  15  16,NO,7/24/2013,38.0625741,-84.4687155
33179,LUNDY'S OF LEXINGTON,1389 PRIDEMORE COURT,1,98,12/30/2013,  19  20,NO,1/19/1995,38.038686,-84.45581
33179,LUNDY'S OF LEXINGTON,1389 PRIDEMORE COURT,1,95,6/27/2014,11,NO,1/19/1995,38.038686,-84.45581
33179,LUNDY'S OF LEXINGTON,1389 PRIDEMORE COURT,2,100,6/27/2014,,NO,1/19/1995,38.038686,-84.45581
31736,LYNAGH'S,384 WOODLAND AVENUE,1,94,3/13/2014,   5  15  19  20  30,NO,3/10/2014,38.0347431,-84.4956749
32517,LYNAGH'S SHAMROCK BAR & GRILL,154 PATCHEN DRIVE #87A,1,88,2/25/2014,   5  15  16  19  26  33,NO,9/15/1993,38.0086802,-84.4557559
32517,LYNAGH'S SHAMROCK BAR & GRILL,154 PATCHEN DRIVE #87A,2,92,2/25/2014,   5  15  16  19  26,NO,9/15/1993,38.0086802,-84.4557559
32517,LYNAGH'S SHAMROCK BAR & GRILL,154 PATCHEN DRIVE #87A,1,99,8/27/2014,31,NO,9/15/1993,38.0086802,-84.4557559
55898,LYSA SOCCERPLEX, MASTERSON STATION PARK,1,100,11/22/2013,,NO,7/31/1996,38.0897871,-84.558109
55898,LYSA SOCCERPLEX, MASTERSON STATION PARK,1,100,3/21/2014,,NO,7/31/1996,38.0897871,-84.558109
86979,MAD MUSHROOM OF CLAYS MILL INC,3340 CLAYS MILL RD,1,94,12/11/2013,  13  16  20,YES,10/15/2010,37.996049,-84.548273
86979,MAD MUSHROOM OF CLAYS MILL INC,3340 CLAYS MILL RD,2,100,12/23/2013,,NO,10/15/2010,37.996049,-84.548273
86979,MAD MUSHROOM OF CLAYS MILL INC,3340 CLAYS MILL RD,1,98,6/3/2014,16,NO,10/15/2010,37.996049,-84.548273
55735,MAD MUSHROOM PIZZA,341 -B S  LIMESTONE ST,1,96,9/25/2013,  15  16  19,NO,7/10/1996,38.0427379,-84.5026144
55735,MAD MUSHROOM PIZZA,341 -B S  LIMESTONE ST,1,94,3/17/2014,  15  19  33,NO,7/10/1996,38.0427379,-84.5026144
55735,MAD MUSHROOM PIZZA,341 -B S  LIMESTONE ST,2,98,3/17/2014,  15  19,NO,7/10/1996,38.0427379,-84.5026144
55735,MAD MUSHROOM PIZZA,341 -B S  LIMESTONE ST,1,99,9/9/2014,15,NO,7/10/1996,38.0427379,-84.5026144
50321,MAGEE'S BAKERY,724 -726 E MAIN ST,1,93,11/13/2013,   5  12  16  19,NO,9/18/1996,38.035341,-84.485189
50321,MAGEE'S BAKERY,724 -726 E MAIN ST,1,94,5/19/2014,   4   5  15  30,NO,9/18/1996,38.035341,-84.485189
83433,MAI THAI RESTAURANT,131 W TIVERTON WAY #170,1,97,12/17/2013,   8  15,NO,4/27/2009,37.9806967,-84.5298595
83433,MAI THAI RESTAURANT,131 W TIVERTON WAY #170,1,97,6/25/2014,   8  15,NO,4/27/2009,37.9806967,-84.5298595
31628,MAIN EXPOSITION (EAST),430 W. VINE STREET,1,100,10/29/2013,,NO,8/25/1995,38.0493472,-84.5025328
31628,MAIN EXPOSITION (EAST),430 W. VINE STREET,1,100,3/19/2014,,NO,8/25/1995,38.0493472,-84.5025328
86711,MAIN PANTRY,4201 VERSAILLES RD,1,98,10/8/2013,  18  32,NO,10/20/2010,38.0469517,-84.6062404
86711,MAIN PANTRY,4201 VERSAILLES RD,1,100,4/9/2014,,NO,10/20/2010,38.0469517,-84.6062404
87028,MAIN STREET DELI,380 WEST MAIN,1,95,12/13/2013,   8  15  18  19,NO,12/29/2010,38.048363,-84.4999395
87028,MAIN STREET DELI,380 WEST MAIN,1,94,5/27/2014,   2   8  15  18  19,NO,12/29/2010,38.048363,-84.4999395
31744,MALABU PUB AND GRILLE,239 SURFSIDE DR,1,96,10/31/2013,  12  34,NO,7/22/1988,38.0011713,-84.5169123
31744,MALABU PUB AND GRILLE,239 SURFSIDE DR,1,98,4/30/2014,34,NO,7/22/1988,38.0011713,-84.5169123
94829,MALIBU JACK'S,3025 BLAKE JAMES DR.,1,100,3/7/2014,,NO,3/7/2014,38.008652,-84.433528
94829,MALIBU JACK'S,3025 BLAKE JAMES DR.,1,100,9/11/2014,,NO,3/7/2014,38.008652,-84.433528
64612,MALONE'S,1920 PLEASANT RIDGE DR,1,95,12/27/2013,   8  15  20  23,NO,10/14/2005,38.017471,-84.413918
64612,MALONE'S,1920 PLEASANT RIDGE DR,1,98,6/26/2014,  15  20,NO,10/14/2005,38.017471,-84.413918
81350,MALONE'S,3735 PALOMAR CENTRE DRIVE,1,100,12/30/2013,,NO,6/17/2008,38.0043432,-84.5712565
81350,MALONE'S,3735 PALOMAR CENTRE DRIVE,1,100,6/30/2014,,NO,6/17/2008,38.0043432,-84.5712565
59830,MALONE'S - DRAKE'S,3347 TATES CREEK RD,1,92,12/27/2013,   8  16  17,NO,4/14/1998,37.9947021,-84.4954997
59830,MALONE'S - DRAKE'S,3347 TATES CREEK RD,2,97,1/9/2014,  16  18,NO,4/14/1998,37.9947021,-84.4954997
59830,MALONE'S - DRAKE'S,3347 TATES CREEK RD,1,99,6/30/2014,20,NO,4/14/1998,37.9947021,-84.4954997
78857,MAN O'WAR FOUNDATION FARMHOUSE,4089 IRONWORKS PKWY,1,82,9/24/2013,   1   3   9  12  13  18  20,YES,4/1/2010,38.1515763,-84.5177359
78857,MAN O'WAR FOUNDATION FARMHOUSE,4089 IRONWORKS PKWY,2,100,10/3/2013,,NO,4/1/2010,38.1515763,-84.5177359
78857,MAN O'WAR FOUNDATION FARMHOUSE,4089 IRONWORKS PKWY,1,98,3/11/2014,29,NO,4/1/2010,38.1515763,-84.5177359
78857,MAN O'WAR FOUNDATION FARMHOUSE,4089 IRONWORKS PKWY,1,98,8/22/2014,12,NO,4/1/2010,38.1515763,-84.5177359
57693,MANCINO'S,1590 -A LEESTOWN RD,1,99,12/27/2013,31,NO,5/13/1997,38.065455,-84.526873
57693,MANCINO'S,1590 -A LEESTOWN RD,1,98,6/27/2014,  15  19,NO,5/13/1997,38.065455,-84.526873
74990,MANDARIN,"2220 NICHOLASVILLE, STE. 120",1,95,5/12/2014,   8  15  26,NO,11/8/2013,38.007354,-84.516785
31988,MARATHON - PARIS PIKE,2353 PARIS PIKE,1,95,11/4/2013,   6  19  34,NO,7/23/1999,38.080007,-84.449348
31988,MARATHON - PARIS PIKE,2353 PARIS PIKE,1,84,5/8/2014,   3   4   6  13  15  19  29,YES,7/23/1999,38.080007,-84.449348
31988,MARATHON - PARIS PIKE,2353 PARIS PIKE,2,87,6/6/2014,   4   6   8  12  13  18  31,YES,7/23/1999,38.080007,-84.449348
31988,MARATHON - PARIS PIKE,2353 PARIS PIKE,2,93,8/7/2014,   8  15  18  26  31,NO,7/23/1999,38.080007,-84.449348
32973,MARATHON MART,300 N. MARTIN LUTHER KING BLVD,1,94,12/5/2013,  19  27  30  34,NO,8/14/2012,38.0480928,-84.4906769
32973,MARATHON MART,300 N. MARTIN LUTHER KING BLVD,1,96,5/19/2014,  19  31  34,NO,8/14/2012,38.0480928,-84.4906769
41125,"MARATHON, SPEAKS",1900 NEWTOWN PIKE,1,91,1/13/2014,  13  19  20  33,YES,1/30/1990,38.095553,-84.485737
